Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1;infrastructure;1019-wombat;B8:27:EB:7C:81:10;;6;No;WPA,TKIP;No;54.0;0;12;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:39 2026;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2;infrastructure;eduroam;D0:D3:E0:ED:C2:00;;6;No;WPA2,AES-CCM;No;130.0;0;7;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:36 2026;-43;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
3;infrastructure;ulsecure;D0:D3:E0:ED:C2:01;;6;No;WPA2,AES-CCM;No;130.0;0;7;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:36 2026;-43;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
4;infrastructure;ulsponsor;D0:D3:E0:ED:C2:02;;6;No;OPN,None;No;130.0;0;7;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:36 2026;-43;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
5;infrastructure;ulvisitor;D0:D3:E0:ED:C2:03;;6;No;OPN,None;No;130.0;0;7;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:36 2026;-43;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
6;infrastructure;TP-Link_76C7;50:D4:F7:14:76:C7;;6;No;WPA2,AES-CCM;No;270.0;0;9;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:36 2026;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
7;infrastructure;;00:25:00:FF:94:73;;-1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:36 2026;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
8;infrastructure;0960-wombat;B8:27:EB:FF:C8:F5;;6;No;WPA,TKIP;No;54.0;0;13;0;2;0;0;2;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:39 2026;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
9;infrastructure;1007-wombat;B8:27:EB:7E:52:7B;;6;No;WPA,TKIP;No;54.0;0;9;0;7;0;0;7;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:37 2026;-61;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
10;infrastructure;eduroam;D0:D3:E0:ED:C6:80;;1;No;WPA2,AES-CCM;No;130.0;0;8;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:37 2026;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
11;infrastructure;ulsecure;D0:D3:E0:ED:C6:81;;1;No;WPA2,AES-CCM;No;130.0;0;8;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:37 2026;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;ulsponsor;D0:D3:E0:ED:C6:82;;1;No;OPN,None;No;130.0;0;8;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:37 2026;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;ulvisitor;D0:D3:E0:ED:C6:83;;1;No;OPN,None;No;130.0;0;8;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:37 2026;-58;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;1008-wombat;B8:27:EB:CA:A1:3C;;6;No;WPA,TKIP;No;54.0;0;10;0;0;0;0;0;;;Fri Apr  3 14:00:29 2026;Fri Apr  3 14:00:36 2026;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
