Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
15;infrastructure;NETGEAR39;94:A6:7E:61:14:04;;8;No;WPA2,AES-CCM;No;130.0;0;6;0;1;0;0;1;;;Fri Apr  3 14:00:30 2026;Fri Apr  3 14:00:38 2026;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;AvatarControlWifi;AC:8B:A9:69:14:07;;11;No;WPA2,AES-CCM;No;360.0;0;17;0;0;0;0;0;;;Fri Apr  3 14:00:31 2026;Fri Apr  3 14:00:39 2026;-59;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;;B2:8B:A9:69:14:07;;11;No;WPA2,AES-CCM;No;360.0;0;17;0;0;0;0;0;;;Fri Apr  3 14:00:31 2026;Fri Apr  3 14:00:39 2026;-59;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;ulsecure;D0:D3:E0:ED:A5:61;;11;No;WPA2,AES-CCM;No;130.0;0;4;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;ulsponsor;D0:D3:E0:ED:A5:62;;11;No;OPN,None;No;130.0;0;3;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;ulvisitor;D0:D3:E0:ED:A5:63;;11;No;OPN,None;No;130.0;0;4;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;eduroam;D0:D3:E0:ED:AA:00;;11;No;WPA2,AES-CCM;No;130.0;0;6;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;ulsecure;D0:D3:E0:ED:AA:01;;11;No;WPA2,AES-CCM;No;130.0;0;5;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;ulsponsor;D0:D3:E0:ED:AA:02;;11;No;OPN,None;No;130.0;0;6;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;ulvisitor;D0:D3:E0:ED:AA:03;;11;No;OPN,None;No;130.0;0;6;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
25;infrastructure;ulsponsor;D0:D3:E0:5C:B6:20;;11;No;OPN,None;No;130.0;0;4;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;ulvisitor;D0:D3:E0:5C:B6:21;;11;No;OPN,None;No;130.0;0;4;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
27;infrastructure;eduroam;D0:D3:E0:5C:B6:22;;11;No;WPA2,AES-CCM;No;130.0;0;4;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;ulsecure;D0:D3:E0:5C:B6:23;;11;No;WPA2,AES-CCM;No;130.0;0;4;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;eduroam;D0:D3:E0:ED:A5:60;;11;No;WPA2,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-70;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;eduroam;D0:D3:E0:ED:A5:00;;6;No;WPA2,AES-CCM;No;130.0;0;4;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-55;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
31;infrastructure;ulsecure;D0:D3:E0:ED:A5:01;;6;No;WPA2,AES-CCM;No;130.0;0;4;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-55;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;ulsponsor;D0:D3:E0:ED:A5:02;;6;No;OPN,None;No;130.0;0;5;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-55;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;ulvisitor;D0:D3:E0:ED:A5:03;;6;No;OPN,None;No;130.0;0;5;0;0;0;0;0;;;Fri Apr  3 14:00:32 2026;Fri Apr  3 14:00:36 2026;-55;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
